Gene_Name	HLA-A	HLA-B	HLA-C	HLA-DMA	HLA-DMB	HLA-DOA	HLA-DOB	HLA-DPA1	HLA-DPB1	HLA-DPB2	HLA-DQA1	HLA-DQA2	HLA-DQB1	HLA-DRA	HLA-DRB1	HLA-DRB5	HLA-E	HLA-F	HLA-H	HLA-J	HLA-L
CGGA_1518	114.18	176.98	9.64	8.65	3.58	0.23	1.4	78.18	2.61	0.67	1.04	0.04	19.49	27.3	2.06	0.43	49.24	120.62	4.87	3.17	1.13
CGGA_1520	801.63	680.95	52.83	42	40	6.41	1.52	203.1	86.51	0.63	0.07	0.47	0.09	137.05	15.36	0.09	231.69	151.62	6.59	0.55	0.88
CGGA_1521	58.88	206.97	80.86	47.79	60.11	14.15	0.82	337.77	85.19	0.8	0.05	0.71	0.19	265.91	21.89	0.16	233.45	19.15	0.18	0.18	0.6
CGGA_1523	298.76	313.81	321.01	38.34	38.11	13.09	0.95	276.96	82.02	0.2	43.93	2.3	62.12	452.93	176.29	134.09	209.67	71.01	9.8	0.14	1.52
CGGA_1524	329.75	389.77	31.65	19.66	11.4	1.63	0.2	37.24	6.8	0.44	0.47	0.83	0.18	86.1	10.11	0.19	124.29	43.87	18.74	0.35	0.58
CGGA_1525	562.45	565.03	386.66	13.04	22.84	3.87	0	27.52	93.04	2.05	2.97	0	358.05	42.13	212.66	118.98	243.62	91.36	0.44	0.46	0.46
CGGA_1526	268.56	239.63	406.99	20.82	27.18	4.51	0.16	79.32	19.86	0.27	14.32	0	6.52	59.99	3.66	1.03	165.04	28.01	9.65	0	0.14
CGGA_1527	95.37	433.4	282.4	23.01	24.91	2.79	0.51	73.45	11.22	0	0.04	0.1	0.07	89.06	9.34	0.03	192.97	50.01	0.76	0	0.45
CGGA_1528	379.62	451.76	27.7	15.85	30.08	2.11	0.18	55.37	4.37	0	5.13	0.27	11.46	51.95	5.68	0.09	170.72	110.62	2.79	0.13	0.41
CGGA_1529	86.75	133.1	162.61	10.56	8.3	1.69	0.82	56.06	24.79	0.06	9.55	0	34.2	33.47	55.62	39.75	71.85	21.85	0.41	0.04	0.22
CGGA_1530	366.21	115.95	4.43	4.79	0.51	0.8	0	2.86	13.25	1.91	0.39	0.08	8.52	1.14	8.51	1.46	110.96	73.53	1.26	2.52	0.12
CGGA_1531	434.17	325.88	35.34	28.51	31.71	7.88	0.17	132.66	52.07	0.03	15.15	0.33	2.57	110.24	49.62	2.59	159.52	59.15	2.33	0.15	0.41
CGGA_1533	384.54	1287.02	1783.87	55.63	47.23	7.71	2.58	144	21.99	1	39.96	1.22	21.78	144.47	313.2	241.9	386.72	220.72	1.7	2.31	0.44
CGGA_1534	402.22	392.73	37.93	15.59	15.51	1.33	0.4	42.29	33.71	0	4.78	0	5.64	19.56	132.28	92.4	147.36	69.7	26.69	0.07	0.23
CGGA_1535	1272.99	2113.19	182.92	560.79	309	40.34	5.37	434.51	507.14	0.57	240.23	0.99	353.21	500.52	1460.84	1095.36	732.64	444.31	1.08	1.55	0.44
CGGA_1536	129.79	140.63	17.69	23.51	31.86	1.73	0.08	42.19	17.63	0	12.08	0.03	3.22	63.47	23.42	1.66	148.31	28.2	1.62	0.19	0.31
CGGA_1537	821.91	573.59	51.01	47.54	35.24	10.23	0.87	238.78	125.14	0.37	58.97	0.27	278.05	225.72	347.55	220.05	256.73	109.77	3.28	0.34	0.93
CGGA_1538	2385.14	2643.36	1143.82	37.15	16.37	6.62	2.37	167.2	67.22	0.08	0.41	1.04	0.2	253.26	27.84	0.14	374.26	274.9	24.29	1.6	1.1
CGGA_1539	143.14	181.09	267.14	18.89	19.72	4.11	0.6	38.93	5.58	0.13	7.4	0.1	3.67	47.52	38.48	28.11	143.97	44.35	11.43	0.29	0.84
CGGA_1541	97.3	203.05	11.29	31	16.15	2.23	1.71	57.86	28.42	0.14	3.75	0.35	7.81	50.65	76.09	2.92	138.05	24.26	0.28	0.46	0.63
CGGA_1542	30.22	29.45	37.32	3.8	4.58	3.27	0	79.06	7.87	0.08	27.11	0.06	2.41	26.14	22.16	11.04	31.59	7.14	1.85	0.05	0.08
CGGA_1543	360.91	945.77	621.68	215.01	109	12.01	3.12	161.79	37.41	1.13	17.75	1.25	383.36	348.25	540.6	352.08	377.36	169.61	9.45	0.76	0.51
CGGA_1544	403.69	97.46	19.17	12.69	9.15	0.61	0.62	8.12	1.13	0.07	0.07	0.03	0.05	10.86	3.3	0.26	80.5	32.73	7.86	0	0.44
CGGA_1546	726.71	228.72	92.81	35.45	29.5	3.61	0.39	48.58	11.82	0.56	12.81	0	35.92	91.95	12.68	1.28	256.1	129.33	1.56	6.35	0.34
CGGA_1548	728.25	709.49	490.1	48.93	52.35	8.14	0.98	301.09	305.86	0.49	20.72	0.96	28.34	152.65	335.99	247.97	284.91	114.21	2.43	0.29	0.42
CGGA_1551	1635.16	955.61	71.36	194.99	52.4	13.47	0.31	54.22	152.24	0.03	7.08	1	489.51	103.22	465.11	259.09	573.24	362.73	20.36	5.22	0.33
CGGA_1552	262.32	183.81	217.2	8.16	9.3	0.56	0.25	10.53	6.62	0.04	1.88	0	1.57	11.88	21.3	17.11	125.43	25.85	0.42	0.17	0.16
CGGA_1553	105.58	129.9	127.6	12.05	11.46	1.49	0.06	58.98	4.43	0.11	12.88	0.19	4.29	50.24	5.58	1.26	105.36	23.53	2.47	0.08	1.03
CGGA_1554	439.72	307.01	45.52	45.44	22.41	8.87	0.29	104.5	53.9	0.52	0.04	0.49	0.08	133.18	15.34	1.71	143.57	45.96	0.66	0.14	1.53
CGGA_1557	584.84	268.96	19.63	17.6	7.01	0.81	0.16	23.21	2.41	0.36	0.93	0	37.3	24.92	40.63	25.31	95.65	62.27	2.3	0.13	0.41
CGGA_1558	782.74	703.57	70.93	66.39	47.18	15.22	2.19	542.45	149.86	0.46	59.1	0.02	162.49	558.32	391.03	277.85	325.3	121.03	2.91	1.11	1.24
CGGA_1559	176.47	531.89	36.73	37.1	17.55	2.56	0.24	121.66	47.3	0.44	14.22	0.22	7.91	106.12	130.83	9.79	155.18	83.66	1.05	0.1	1.06
CGGA_1560	434.93	785.62	44.68	39.61	18.44	4.29	0.66	177.45	8.91	0.11	0.06	0.6	0	136.35	17.32	0	182.39	105.8	1.11	0.03	0.67
CGGA_1562	125.33	145.75	13.45	16.05	5.85	0.57	4.11	23.12	10.5	0.08	1.04	0	4.11	18.43	27.09	1.39	77.51	52.73	0.65	0.16	1.12
CGGA_1563	368.35	381.15	312.78	68.51	52.01	16.78	3.23	308.6	31.73	0.81	103.99	0.11	116.04	472.23	38.38	0.09	205.29	40.06	6.1	0.33	0.72
CGGA_1564	297.56	349.6	6.17	17.18	15.98	1.92	4.07	30.94	3.81	0.14	6.61	0.05	120.27	29.44	77.6	109.46	121.69	76.81	4.88	0.37	0.67
CGGA_1565	569.93	479.06	298.04	33.29	31.05	5.48	0.85	155.2	80.34	0.14	12.5	0.37	13.65	117.27	161.25	6.57	224.19	61.78	17.22	0.12	0.31
CGGA_1566	385.18	74.56	12.91	2.82	3.64	0.32	0.04	9.6	1.17	0.04	0.24	0.13	14.63	9.82	24.57	10.62	63.55	17.29	5.87	0	0.09
CGGA_1567	1097.82	1162.66	130.82	128.73	78.03	11.8	4.28	152.71	149.06	1.16	1.27	3.13	5.59	293.61	51.32	4.45	484	389.62	4.41	0.83	0.59
CGGA_1568	449.01	227.32	22.31	8.65	16.87	2.97	0.1	20.77	21.69	0	1.91	0	8.84	23.71	50.79	31.57	190.17	54.52	1.53	0.38	0.12
CGGA_1569	252.53	251.36	216.14	3.72	7.39	0.12	0.31	2.17	7.3	0	0.01	0	4.23	1.24	8.85	3.88	144.41	21.96	4.57	0.08	0.04
CGGA_157	2164.6	1503.11	151.34	19.43	28.22	3.11	0.41	52.16	25.36	0	0.05	0.14	0.03	39.22	14.22	0.13	287.72	249.98	41.31	0.06	0.46
CGGA_1571	537.34	413.58	29.22	22.33	39.8	3.66	0.37	85.9	120.4	0.28	4.98	0.55	79.68	46.23	129.53	75.7	165.52	57.1	2.06	0.08	0.68
CGGA_1572	697.24	1195.79	477.64	139.42	89.77	8.24	0.76	143.98	19.25	0.24	9.9	0.77	239.77	137.38	54.02	2.12	318.9	196.11	5.31	0.32	0.14
CGGA_1575	492.17	491.24	549.69	99.62	86.99	15.06	1.68	348.44	226.68	0.74	103.18	2.11	220.85	580.93	726.15	447.48	262.65	101.72	18.55	0.33	0.79
CGGA_1579	182.2	68.06	14.33	15.06	4.85	0.68	0	9.35	17.51	0.15	0	0.04	0.15	8.09	4.81	0.17	78.22	29.69	0.64	0.05	0.63
CGGA_1580	211.04	385.76	64.8	39.8	41.66	7.06	0.77	115.39	71.01	0.08	34.26	0.03	67.81	175.66	197.95	146.54	196.26	35.83	2.31	0.19	0.5
CGGA_1583	101.67	211.76	256.2	23.45	7.34	1.21	2.24	37.78	17.17	0.07	2.98	0	4.88	23.66	69.78	69.57	101.7	40.36	2.49	0.29	1.67
CGGA_1586	901.6	660.74	59.99	69.6	39.07	6.4	0.64	185.24	10.71	0.47	0.68	1.98	0	200.13	26.3	1.64	239.05	101.49	39.01	3.69	0.78
CGGA_1587	872.84	727.46	71.55	178.82	83.3	36.46	0.69	691.44	551.52	1.2	1.34	2.23	0.15	619.75	78.85	0.78	306.7	155.89	3.89	0.07	1.49
CGGA_1588	501.67	186.8	23.78	243.26	43.7	16.17	4.81	46.15	289.13	0	0.63	2.96	2.75	53.84	58.31	3.01	573.53	177.21	0.5	0.32	0.3
CGGA_1589	145.29	122.59	91.74	7.06	8.99	1.11	0.2	45.02	20.61	0.31	5.59	0.12	16.42	55.22	42.1	26.7	79.03	21.48	2.67	0.05	1.96
CGGA_1591	189.41	116.95	9.29	12.06	10.58	1.44	0.08	45.3	23.52	0.25	7.26	0.07	12.26	59.55	2.69	0.16	152.75	17.56	0.76	0.11	1.04
CGGA_1592	35.19	142.55	16.9	12.04	9.14	0.79	0.3	31.5	16.12	0	8.95	0.06	8.6	42.15	3.08	0	79.69	23.54	0.09	0.04	1.29
CGGA_1594	129.57	14.51	2.89	16.33	5.47	2.44	0.6	1.05	0.9	0	0	0	0	3.1	0.34	0	185.59	24.15	0	0.08	0.15
CGGA_1595	542.04	143.44	10.22	20.09	7.85	0.42	0.07	9.24	3.12	0	0.03	0	1.88	7.09	4.87	1.52	80.44	36.54	0.97	0.26	0.14
CGGA_1596	513.08	136.18	15.95	24.16	22.79	2.48	1.37	154.59	45.61	0	8.29	0.81	18.86	130.77	116.73	102.21	161.84	114.42	5.63	0.54	0.76
CGGA_1597	600.22	699.12	57.72	121.66	98.44	13.64	6.51	432.2	290.48	0.61	0.54	4.11	0.16	402.15	85.44	1.11	269.12	99.64	18.3	0.64	0.44
CGGA_1598	283.79	260.92	32.91	67.85	120.5	10.82	1.5	216.11	175.92	2.03	0.08	2.04	0.22	210.41	44.01	0	171.69	43.49	1.28	0.17	0.48
CGGA_1601	1294.66	2494.86	851.45	64.62	58.11	9.1	1.65	227.92	40.22	0.42	58.65	0.18	132.66	285.9	425.7	313.54	568.93	158.11	12.16	0.75	1.32
CGGA_1603	452.26	1677.57	876.2	21.32	11	1.91	1.06	101.34	94.3	0.02	17.77	0.2	21.81	88.4	327.36	60.7	110.16	112.07	2.33	0.36	0.39
CGGA_1604	818.9	1774.78	969.18	39.33	16.5	1.83	1.19	104.74	11.77	0.07	1	2.37	0	151.57	17.96	0.03	194.12	252.75	9.09	0.04	0.47
CGGA_1605	75.88	231.68	5.92	17.56	11.12	1.28	0.23	29.08	15.08	0.3	2.99	0.06	12.19	21.01	49.38	31.19	115.48	38.76	0.08	0.17	1.8
CGGA_1606	162.08	64.76	7.47	33.54	30.23	6.26	0.2	285.38	102.88	0.19	27.75	1.88	6.76	260.05	127.91	88.34	83.12	14.62	1.19	0.03	0.58
CGGA_1607	1019.67	949.61	53.8	40.62	29.49	12.95	1.37	401.56	203.87	0.6	0.16	0.83	0.14	184.57	16.05	0.09	278.4	133.59	5.95	0.17	1.19
CGGA_1608	614	956.17	1252.56	72.61	61.24	15.41	3.91	270.74	204.33	1.31	79.99	1.77	37.82	509.15	486.31	6.11	487.23	330.21	1.2	1.64	1.74
CGGA_1610	871.87	800.4	24.24	26.5	41.36	8.9	1.89	32.76	152.91	0	2.62	0.08	246.67	59.52	15.87	0	505.78	220.48	0.95	0.53	0.18
CGGA_1611	227.77	335.82	239.46	23.33	12.46	1	1.63	58.14	11.04	0.06	4.38	0	2.41	52.23	1.92	0.16	113.75	46.15	0.16	0	0.98
CGGA_1612	458.3	425.23	36.79	83.56	30.01	2.07	1.25	86.25	35.34	0.24	18.1	0	83.53	72.45	211.44	177.76	238.92	60.26	1.48	2.3	1.37
CGGA_1613	778.76	167.53	440.85	144.12	71.15	14.28	3.47	435.92	375.01	0.17	0.35	1.65	0	269.12	110.17	2.32	344.5	123.46	2.99	1.22	0.78
CGGA_1614	643.49	313.72	34.56	75.38	37.97	5.65	0.35	209.15	90.02	0.07	24.36	0.96	105.13	141.5	253.98	153.68	210.88	82.88	2.97	0.36	0.55
CGGA_1615	122.53	77.47	3.65	2.9	17.81	5.5	0.48	3.8	40.03	0.4	0.83	0	70.88	9.29	1.46	0	254.27	93.01	0.09	0.31	0.46
CGGA_1617	117.91	187.83	16.47	7.25	3.11	0.13	0.04	2.78	10.57	0	0.03	0.02	0.3	1.09	7.58	3.45	89.03	28.93	0.22	0.29	0.31
CGGA_1618	34.04	337.34	14.12	6.45	7.15	0.41	0.66	19.52	11.08	0.13	0.7	0	16.91	17.03	1.24	0.13	80.11	35.1	0.91	0.19	0.41
CGGA_1619	351.67	431.87	33.31	53.86	20.12	3.16	1.3	173.66	101.91	0.4	30.86	2.23	15.01	152.14	172.49	111.15	131.58	100.74	1.03	0.05	0.52
CGGA_1620	160.82	107.18	17.5	9.74	5.79	0.71	0.13	31.15	31.11	0.17	2.99	0.05	1.96	33.6	42.92	27.69	94.81	44.26	3.37	0.23	0.68
CGGA_1621	100.29	192.47	30.95	26.83	15.74	1.04	1.95	33.08	36.57	0	0	0.17	0	19.35	7.98	0	139.21	28.81	0.11	0.06	0.16
CGGA_1623	182.01	223.97	44.17	64.74	28.14	13.2	0.52	238.44	8.91	0.15	0.23	0.24	0	139.19	32.63	0.21	208.04	81.69	0.85	1.33	0.37
CGGA_1624	385.02	177.24	126.77	22.38	22.07	1.48	0.09	95.39	48.03	0.06	51.83	0.16	16.58	213.53	165.01	103.02	66.1	18.57	1.04	0.04	0.93
CGGA_1626	224.01	457.46	484.04	115.94	73.04	15.44	1.96	316.93	148.5	0.9	36.9	1.82	32.28	262.05	41.28	0.21	381.24	89.34	1.31	0.97	0.72
CGGA_1627	544.04	313.29	50.2	20.56	32.24	2.23	0.32	83.42	68.62	0.04	5.4	0.28	48.14	58.48	94.08	72.82	200.01	59.42	0.88	0.22	0.69
CGGA_1630	207.22	469.83	274.01	15.24	17.04	1.5	0.18	26.05	24.85	0.04	0.46	0	30.52	27.05	54.26	40.45	211.86	41.47	0.08	0.24	0.17
CGGA_1631	1110.72	423.02	72.16	79.71	86.15	12.68	2.03	185.63	36.47	0.93	18.43	2.85	55.22	225.23	50.28	0.49	439.74	177.81	3.07	1	0.34
CGGA_1634	717.35	1236.92	172.06	95.72	69.64	29.24	3.25	364.46	47.78	1.48	77.37	0.28	234.98	383.35	796.78	532.92	413.68	319.07	7.93	1	1.17
CGGA_1635	14.8	3.58	0.49	1.46	1.76	0.58	0	3.65	1.22	0.07	0.83	0	0.21	4.12	0.19	0	9.62	1.52	0.64	0	0.14
CGGA_1640	134.24	301.91	35.92	44.2	23.18	2.55	1.98	27.74	29.5	0	4.06	0	9.6	16.85	160.08	119.32	207.26	93.67	1.16	0.15	0.44
CGGA_1641	312.75	184.12	70.71	12.81	16.71	2.27	1.11	73.2	5.12	0.14	0	0.24	0.03	33	12.75	0.17	134.71	105.07	0.6	0.59	0.32
CGGA_1642	186.26	126.84	26.26	35.32	11.71	0.3	0.43	9.13	12.66	0	0.06	0.02	0.04	4.66	4.54	0.14	118.11	26.47	0.14	0.07	0.11
CGGA_1643	217.51	243.92	154.2	42.6	37.04	7.55	0.47	266.2	15.67	0.16	0.88	3.5	0.07	243.37	21.04	0.19	154.48	97.3	1.13	0.22	0.64
CGGA_1644	1416.22	1297	74.41	28.48	47.71	5.05	3.26	129.11	79.25	0.57	0.3	1.55	0.1	79.85	25.36	0.06	285.82	162.53	3.15	0.72	0.52
CGGA_1645	103.88	162.3	14.49	22.67	24.77	3.53	0.3	53.43	6.27	0.04	0.73	0.68	0.14	125.85	5.8	1.35	97.78	24.89	0.59	0.11	0.3
CGGA_1647	526.29	208.81	761.84	8.49	9.33	1.91	0.19	9.77	18.14	0	0.26	0	4.08	13.45	2.5	0.09	374.11	127.16	1.01	0.06	0.12
CGGA_1648	163.31	72.3	12.04	9.89	2.6	2.46	1.25	8.49	30.12	0.08	0.03	0.27	0.15	11.02	7.7	0.23	221.91	50.27	6.85	0.11	0.15
CGGA_1649	414.14	127.61	9.75	4.43	12.37	1.35	0.34	7.56	64.99	0	0.69	0.03	25.65	9.08	47.53	33.79	213.65	127.24	4.91	0.72	0.13
CGGA_165	80.99	131.9	10.46	6.28	12.96	1.4	0.17	13.43	17.73	0.06	1.72	0	54.96	3.12	3.84	0.26	160.42	48.42	0.15	0.05	0.1
CGGA_1650	35.5	102.47	12.87	19.9	31.63	4.33	1.26	54.2	4.55	0.07	11.04	0.03	16.3	73.49	5.16	0.39	166.45	30.62	0.89	0.09	0.76
CGGA_1651	31.95	83.83	9.92	8.86	6.04	1.63	0.46	26.33	29.48	0.23	5.78	0	19.19	38.86	4.99	0.09	67.96	21.84	0.25	0.17	1.28
CGGA_1653	105.96	146.47	24.14	7.13	9.49	0.74	0.11	5.7	10.53	0.07	0.5	0.03	1.61	8.65	29.72	17.69	146.66	55.81	0.36	0.24	0.14
CGGA_1654	162.25	2163.32	185.16	44.11	9.97	2.29	4.1	21.15	57.5	0.04	1.99	0.06	50.62	12	7.07	0.22	440.93	554.14	1.42	0.71	0.55
CGGA_1655	525.42	106.53	224.79	21.92	30.99	1.7	0.9	74.06	55.31	0	5.99	0.12	79.55	71.61	12.84	0.03	181.48	69.28	8.08	0.05	0.23
CGGA_1656	160.29	143.15	18.67	69.72	15.57	2.64	0.29	115.74	30.28	0.05	12.64	0	10.81	54.68	157.52	152.52	158.48	55.58	3.32	1.94	0.94
CGGA_1657	666.35	171.84	19.94	8.64	9.99	0.88	0.5	32.45	4.54	0	0	0.11	0	22.97	6.58	0.04	175.95	83.46	6.49	0.18	0.22
CGGA_1658	1087.56	1112.7	190.32	207.92	222.38	43.69	1.43	1306.93	765.3	0.92	208.09	0.45	63.96	1261.78	1188.71	781.43	546.65	141.86	16.62	0.25	0.16
CGGA_1659	822.11	795.67	128.9	81.08	72.62	11.27	0.94	209.07	125.77	0.2	64.8	0.53	90.94	488.9	44.05	2.21	454.45	79.72	27.25	0.38	1.63
CGGA_1660	34.06	31.47	17.38	0.97	0	7.59	0.19	0.2	1.4	0.19	0	0	11.3	0.2	0	1.8	74.4	5.88	1.08	2.02	0
CGGA_1661	436.11	93.44	19.99	8.42	12.65	0.52	0.19	8.01	1.88	0	0.24	0.14	0.08	7.49	7.87	0.29	175.54	53.97	1.6	0	0.07
CGGA_1662	588.81	95.04	203.9	24.79	7.54	1.25	0.53	54.83	22.09	0.12	0.02	0.07	0	23.24	6.67	0.28	105.27	66.86	6.55	0.35	0.28
CGGA_1663	895.76	1369.86	913.98	126.07	155.14	19.26	1.54	442.49	300.62	0.82	108.68	0.21	458.33	529.85	1092.96	645.58	500.21	213.38	28.49	1	0.24
CGGA_1664	354.47	171.06	16	10.16	8.44	1.63	0.81	27.29	3.82	0.24	2.97	0.03	22.53	25.77	58.27	38.33	131.19	41.88	2.81	0.2	0.99
CGGA_1666	16.86	38.67	83.3	6.07	8.28	5.38	0.1	58.41	20.98	0	0.26	1.06	0	36.47	2.25	0	56.71	11.46	0.05	0.1	0.4
CGGA_1667	45.31	53.78	8.37	9.22	13.09	2.25	0.1	37.37	10.38	0.09	5	0	0.72	29.87	3.05	0.04	93.63	11.02	0.13	0.16	0.73
CGGA_1669	57.8	229.35	427.93	15.26	21.24	6.06	2.92	121.79	77.34	0.52	0.11	0	0.1	58.74	3.19	0.24	128.95	27.77	0.35	0.33	0.81
CGGA_1670	514.82	860.56	822.23	40.7	38.72	5.33	1.46	157.33	19.64	0.74	0.06	0.77	0.06	175.66	31.81	2.48	212.66	162.75	17.91	0.27	0.19
CGGA_1671	511.39	436.36	28.89	20.53	21.8	2.61	3.68	77.32	33.71	0.04	0.26	0.82	0	110.09	6.53	0	131.88	30.23	1.66	0.09	0.46
CGGA_1672	301.38	114.12	13.4	18.01	4.35	0.63	0.25	6.99	11.32	0.14	0.41	0	21.19	3.58	2.17	0	129.75	43.62	1.14	0.11	0.22
CGGA_1673	48.02	38.9	11.98	8.42	4.44	0.49	0.21	10.6	6.7	0.07	0	0.03	0	12.96	1.93	0	77.67	21.63	0.75	0.04	0.99
CGGA_1675	923.95	1423.58	735.13	126.64	103.42	39.33	7.29	370.38	614.16	0.85	206.92	0.25	134.83	761.53	1224.79	1109.07	381.27	164.73	37.61	0.38	3.78
CGGA_1677	386.86	214.71	38.92	10.31	6.69	1.81	0.76	12.89	8.88	0	0.9	0	2.74	8.59	19.17	4.31	365.79	85.63	1.04	0.32	0.15
CGGA_1678	71.17	15.65	72.39	4.44	5.34	1.57	0.03	45.37	5.22	0.03	12.24	0.12	2.36	22.56	1.67	0	53.18	8.15	0.05	0.14	0.51
CGGA_1679	163.96	84.39	13.09	2.2	2.59	0.1	0.35	1.59	10.29	0.29	0.08	0.03	2	1.73	12.25	4.94	113.88	33.96	5.4	0.08	0.22
CGGA_1680	322.83	161.93	526.42	74.99	45.15	7.83	3.92	353.21	172.45	0.82	13.31	0.92	25.02	264.1	179.76	268.29	395.12	261.46	0.91	0.87	0.43
CGGA_1681	75.65	90.04	6.86	55.44	7.2	1.43	2.33	31.07	14.99	0.04	0	0.03	0	23.85	3	0	105.83	31.69	0.12	1.97	0.27
CGGA_1682	350.04	253.34	30.38	78.31	61.59	20.05	0.63	290.08	71.72	0.91	56.73	1.61	69.99	374.25	32.83	2.62	196.18	36.59	10.96	0.36	0.57
CGGA_1684	754.53	1094.85	619	65.68	70.06	10.54	0.88	260.78	123.57	0.11	20.58	0.67	36.29	188.97	414.66	18.39	301.42	159.33	3.56	0.3	0.59
CGGA_1685	125.22	134.87	20.72	18.51	15.72	2.21	0.24	72.34	27.58	0	12.13	0.45	3.4	87.02	11.26	0.06	103.45	20.74	15.38	0.38	1.72
CGGA_1686	457.74	179.8	20.79	12.13	27.28	2.7	0.33	53.12	87.94	0.06	3.2	0.19	6.78	29.52	8.08	0	100.88	49.61	11.99	0.04	0.14
CGGA_1687	652.72	3934.67	728.52	47.76	49.59	6.83	1.08	118.06	59.4	0.33	37.33	2.31	95.98	157.97	310.12	219.3	397.66	294.5	1.18	2.13	0.44
CGGA_1688	639.3	522.24	921.34	13.94	11.42	1.7	0.17	32.5	5.85	0.15	5.66	0.04	27.28	48.1	56.26	52.53	149.03	76.28	2.95	8.29	0.84
CGGA_1689	175.45	479.06	22.55	12.48	11.37	0.76	0.51	20.83	13.06	0	4.84	0.07	1.89	21.48	2.54	0	234.13	30.73	8.7	0.11	0.18
CGGA_1690	1001.08	840.06	39.6	54.97	37.02	6.05	0.51	184.35	86.6	0.37	20.86	0.24	17.41	146.35	24.17	0.07	161.56	66.77	5.91	1.81	0.77
CGGA_1693	191.49	188.51	7.23	24.57	14.42	1.52	0.29	23.63	19.62	0.04	1.72	0	7.14	21.24	38.66	22.3	114.12	34.36	4.59	0.15	0.2
CGGA_1694	497.3	217.76	17.29	43.9	28.35	6.71	4.75	88.17	64.01	0.14	0	0.86	0.03	96.79	44.81	1.72	247.64	59.44	3.27	4.89	0.51
CGGA_1695	116.2	99.21	7.18	10.82	5.79	0.18	0.22	3.52	0.43	0	0	0	0	3.29	1.3	0.08	93.81	22.18	2.44	0	0.2
CGGA_1696	105.12	11.83	8.09	6.78	6.21	3.74	0.13	69.21	9.26	0.07	0	0.15	0	21.69	3.28	0	35.5	7.01	2.45	0	0.07
CGGA_1697	484.21	456.68	336.23	38.67	15.57	2.05	0.74	66.09	40.55	0.11	10.03	0	48.9	54.78	106.27	73.08	144.94	38.71	13.39	0.39	0.46
CGGA_1698	881.39	307.64	64.3	44.31	44.79	4.53	7.27	94.89	70.66	0.14	0.14	1.4	0.05	107.64	33.58	0.1	250.65	134.84	38.32	1.61	0.46
CGGA_1699	28.7	14.18	3.09	1.38	3.52	1.47	0.08	13.85	2.26	0.04	4.63	0	3.66	8.74	10.99	13.08	17.91	2.96	0.46	0	0.11
CGGA_1700	407.98	696.68	47.39	14.38	20.22	1.07	1.19	57.57	33.73	0.16	1.94	0.18	6.36	23.63	4.11	0	227.88	85.79	9.61	0.51	0.33
CGGA_1701	186.9	233.25	11.21	4.05	2.13	0.2	0.6	11.59	8.76	0.03	0	0.02	0	3.54	0.85	0	96.73	28.51	0.37	0.1	0.19
CGGA_1702	145.03	102.27	121.85	8.32	9.99	1.75	0.64	40.81	10.01	0.21	9.01	0.07	12.47	89.44	32.48	23.2	37.97	5.27	0.47	0.18	0.22
CGGA_1703	705.4	574.13	345.04	25.95	27	2.94	1.58	66.19	39.03	0.04	0.08	0.27	0.25	34.59	14.39	0.49	231.13	65.31	1.07	0.16	0.32
CGGA_1704	300.85	530.92	285.31	11.04	27.71	0.93	0.54	11.17	2.45	0	0.79	0	37.3	9.34	44.98	28.95	157.21	33.5	1.63	0.12	0.29
CGGA_1706	2354.38	1788.85	756.7	96.72	68.63	14.82	1.35	364.35	275.68	0.34	137.98	0.72	514.85	369.51	53.08	0	410.54	198.16	5.52	2.93	0.95
CGGA_1708	1831.79	1960.57	1026.34	51.77	42.35	4.74	1.24	155.33	79.1	0.1	33.76	0.82	76.91	160.58	16.67	0	439.71	296.12	7.69	4.23	1.39
CGGA_1709	321.4	783.16	59.93	36.15	37.14	5.51	2.24	194.44	64.82	0	0.08	0.32	0	189.18	21.15	0.03	168.51	44.48	1.29	0.69	0.93
CGGA_1713	240.14	152.67	150.27	6.21	4.08	0.71	0.2	32.66	11.04	0	2.32	0	2.16	18.21	27.48	1.49	69.13	14.36	7.48	0.42	0.53
CGGA_1714	490.37	342.68	30.81	22.43	63.41	4.61	0.72	63.8	121.4	0.49	5.22	0.51	190.06	94.97	165.91	116.23	272.19	86.63	0.93	0.1	0.4
CGGA_1715	1115.39	336.26	65.9	49.11	32.07	9.02	0.58	160.54	136.74	0.39	0.21	1.61	0.11	178.39	38	0	142.41	117.65	5.6	0.34	0.58
CGGA_1716	288.8	669.88	417.76	91.73	60.05	23.24	5.37	660.96	121.89	0.45	101.19	7.65	86.29	773.27	47.09	0.14	205.39	76.51	2.46	0.09	2.05
CGGA_1718	548.82	410.57	26.83	22.67	19.76	3.72	6.59	88.35	40.53	0	0.4	0.97	0.1	129.73	22.17	0.03	142.87	39.33	10.99	0.19	0.39
CGGA_1720	138.38	70.68	9.1	8.31	8.69	1.72	0.54	21.1	9.12	0.09	0.2	0.25	0	31.42	2.51	0.04	130.17	23.98	4.79	0.25	0.68
CGGA_1721	648.44	471.69	309.88	7.38	11.68	1.04	0.13	34	14.65	0.16	0.07	0.05	0.18	9.12	6.77	0.35	113.4	76.42	2.57	0.06	0.29
CGGA_1722	82.3	15.45	13.93	4.02	8.97	1.99	0.03	14.65	16.77	0	7.56	0.09	1.5	26.18	23.25	27.98	30.27	6.8	1.41	0.06	0.27
