Gene_Name	HLA-A	HLA-B	HLA-C	HLA-DMA	HLA-DMB	HLA-DOA	HLA-DOB	HLA-DPA1	HLA-DPB1	HLA-DPB2	HLA-DQA1	HLA-DQA2	HLA-DQB1	HLA-DRA	HLA-DRB1	HLA-DRB5	HLA-E	HLA-F	HLA-H	HLA-J	HLA-L
CGGA_882	83.49	71.61	10.16	12.01	14.96	2.88	0	34.99	17.06	0.13	0	0.06	0	35.8	3.27	0.29	84.43	12.59	0.3	0.12	1.57
CGGA_883	57.6	119.59	9.21	8.09	8.46	0.55	0.17	16.69	3.74	0.03	4.3	0.05	1.1	33.1	2.26	0.32	102.04	19.65	0.23	0.05	0.84
CGGA_887	63.03	236.59	120.58	6.51	4.88	0.83	0.06	31.56	16.77	0.03	5.08	0	12.2	23.29	47.55	25.66	100.28	30.26	2.15	0.2	0.79
CGGA_888	52.2	156.12	8.31	13.22	7.89	2.2	0.14	46.2	23.42	0	11.63	0	18.89	53.57	59.11	58.74	90.25	15.35	0.6	0.04	0.93
CGGA_889	71.78	40.64	6.23	2.73	2.3	0.29	0.07	12.46	8.8	0.11	0.91	0	0.83	3.64	27.06	15.55	87.73	22.63	4.38	0.09	0.98
CGGA_890	56.37	135.81	193.61	10.05	5.62	0.54	0.41	14.5	7.56	0	1.37	0.06	1.1	13.02	1.05	0	97.63	18.37	0.19	0.4	0.68
CGGA_901	119.22	310.14	15.43	15.09	16.43	3.31	0.77	58.28	25	0	18.98	0.03	17.67	50.86	47.31	31.13	118.42	30.24	11.28	0.27	0.75
CGGA_903	90.63	125.27	10.74	34.68	26.29	11.95	0.48	121.35	17.54	0	48.21	0.22	4.29	261.36	6.33	0.9	150.19	12.69	0.51	0.35	0.25
CGGA_D19	263.46	94.38	194.11	11.88	4.48	2.2	0.29	74.58	11.09	1.46	3.61	0.37	1.81	39.65	1.69	0	79.09	27.76	0.31	0.97	1.75
CGGA_D28	131.76	64.54	7.69	12.01	7.15	0.37	0.05	6.79	5.72	0.03	0	0.05	0.03	10.33	0.99	0.06	49.62	10.54	1.66	0.04	0.24
CGGA_D49	191.97	95.68	8.96	13.03	11.48	1.48	0.12	96.11	28.93	0.16	2.06	2.19	0	137.48	3.77	0.04	75.1	29.88	1.29	0	0.66
CGGA_D50	445.68	205.47	298.5	8.75	5.95	1.15	0.25	37.58	16	0.1	0.31	0.38	0	50.8	2.57	0.07	96.38	64	0.62	0.19	1.14
CGGA_D53	188.36	265.33	12.24	16.69	16.4	3.96	0.28	54.26	9.66	0.84	0.09	0.49	0.06	113.35	14.41	0.68	81.34	25.32	7.08	0.3	0.71
CGGA_J50	121.91	62.68	36.17	31.07	18.71	1.53	2.29	22.64	3.39	0.12	0	0	0	29.11	6.73	0.11	157.83	41.03	0.49	0.08	0.57
CGGA_J73	191.43	57.98	8.69	12.7	5.15	0.91	0.28	13.64	7.9	1.12	2.38	0	7.24	13.35	21.08	16.26	74.17	53.57	13.24	0.6	1.5
CGGA_P100	1145.34	430.37	42	60.73	21.03	2.81	1.08	148.34	7.41	0.21	11.3	0.38	79.7	110.07	167.77	94.75	144.87	98.11	5.7	1.52	0.76
CGGA_P102	105.18	285.8	11.38	11.01	9.8	1.79	1.04	28.35	4.22	0.16	6.1	0.67	3.71	69.45	35.63	0.76	117.64	73.1	0.42	0.73	0.66
CGGA_P103	82.18	150.18	5.45	3.84	4.89	0.5	0.96	7.11	3.98	0.2	0.1	0	0.08	4.01	8.74	4.35	77.62	17.85	0.16	0.22	1.16
CGGA_P104	9.69	6.69	18.25	2.62	4.68	7.93	0.07	25.04	6.54	0	6.28	0.02	0.31	10.89	19.38	27.77	25.55	3.36	0.17	0	0.14
CGGA_P106	772.27	859.01	56.99	28.28	19.63	2.37	0.5	53.77	7.5	0.65	0.14	0.21	0.06	92.3	9.31	0.56	143.2	82.65	25.34	2.28	2.1
CGGA_P107	55.17	111.82	5.03	26.63	18.05	3.88	0.49	83.12	25.69	0.07	0.24	0.08	0.09	52.76	3.29	0.4	137.03	14.84	0.13	0.05	0.59
CGGA_P108	367.23	435.97	12.95	30.05	30.04	7.09	1.86	95.02	15.35	0.22	0.83	0.19	0.03	149.1	5.45	0.21	95.49	50.4	11.82	0.05	0.62
CGGA_P109	609	699.23	460.06	50.1	49.15	7.76	1.88	213.47	94.66	0.04	34.65	0.62	70.86	217.59	322.17	211.07	160.66	39.83	1.4	0	0.97
CGGA_P11	581.79	435.71	297.86	30.77	20.38	1.65	0.97	28.14	3.52	0.04	0.28	0.44	0.01	72.92	8.56	0.04	139.81	49.99	0.79	0	0.41
CGGA_P110	275.39	225.07	35.65	24.17	27.04	6.49	0.58	249.92	125.6	0.08	36.95	2.53	10.51	230.45	162.67	92.41	134.88	45.83	1.33	0	0.33
CGGA_P111	105.03	97.36	5.95	9.17	12.5	1.24	0.25	35.21	13.31	0.1	10.56	0	8.62	24	54.32	36.62	130.65	19.77	1.47	0	0.62
CGGA_P112	103.79	143.62	8.09	17.94	19.71	4.47	0.51	96.09	35.12	0.4	0.95	1.13	0.23	129.94	4.95	0.17	149.06	25.02	4.69	0.21	1.18
CGGA_P113	13.47	26.58	12.33	6.07	6.32	0.47	0.13	13.4	4.26	0.15	1.29	0	7.18	12.34	16.12	8.95	87.69	20.22	0.04	0.13	2.19
CGGA_P114	127.12	34.42	6.08	11.6	8.55	0.78	0	18.02	15.26	0.04	4.2	0.03	5.59	16.85	2.64	0.12	53.49	16.45	0.53	0.12	0.53
CGGA_P115	5.18	5.78	3.4	2.82	5.85	7.78	0.1	6.57	4.68	0	11.52	0	5.4	8.42	30.89	32.54	29.06	4.64	0	0	0.34
CGGA_P116	28.47	18.52	0.64	1	2.23	1.35	0.07	15.7	2.53	0.06	5.52	0	4.25	5.86	15.83	15.88	21.32	6.62	1.61	0.08	0.22
CGGA_P121	188.12	137.72	16.75	6.17	15.53	1.15	0.15	28.54	17.15	0.33	2.66	0.02	8.91	15.84	41.94	28.24	146.37	39.39	0.3	0.12	0.27
CGGA_P122	286.63	345.65	9.33	13.03	12.72	2.54	0.26	110.18	33.05	0.33	0.27	0.1	0.14	58.63	3.03	0.17	145.56	32.47	6.56	0.09	1.37
CGGA_P128	64.55	70.42	11.33	8.52	14.97	2.23	0.13	30.89	9.47	0.02	2.45	0.1	1.92	40.92	2.21	0.03	110.16	21.92	0.11	0.28	1.79
CGGA_P13	132.51	39.03	147.8	3.32	2.8	0.21	0.18	6.5	7.15	0.03	0.9	0.02	1.54	5.08	13.37	6.49	63.47	11.95	1.33	0.13	0.95
CGGA_P131	147.93	155.12	11.64	24.9	18.64	9.44	0.34	127.55	66.7	0.22	7.44	0.09	2.63	72.92	13.41	0.04	111.12	41.62	0.51	0.16	1.02
CGGA_P132	160.04	291.27	24.41	24.58	22.49	6.06	0.33	116.46	28.21	0.06	1.23	2.14	0	134.49	8.97	0.36	192.25	25.34	0.4	0.19	1.08
CGGA_P136	35.6	9.97	15.47	2.34	3.94	4.64	0	5.48	2.09	0.04	4.23	0.24	0.54	12.5	0.89	0	30.92	4.13	1.59	0	0.24
CGGA_P137	250.76	191.85	11.07	13.67	18.37	2.85	0.28	64.91	26.55	0.07	7.03	0.64	3.14	50.58	26.75	1.94	107.39	28.92	0.96	0.15	0.4
CGGA_P142	60.43	202.14	253.41	29.76	28.95	3.18	0.38	44.2	21.19	0.12	8.39	0	3.28	62.19	6.37	0.46	229.08	38.08	0.23	0.36	0.4
CGGA_P143	291.61	126.61	69.45	78.12	40.36	17.28	1.06	204.22	59.85	0.27	74.03	0	17.43	307.75	373.26	211.84	402.75	49.31	1.4	1.61	2.04
CGGA_P144	111.4	110.36	36.68	20.67	24.36	3.72	0.54	61.98	20.46	0.21	17.16	0	24.38	93.09	85.83	53.07	142.1	29.62	4.18	0.06	1.75
CGGA_P145	54.56	167.98	195.07	35.21	19.96	4.57	0.62	45.27	32.21	0.04	5.24	0.1	5.18	58.47	8.93	0.46	174.83	35.75	0.59	0.25	0.45
CGGA_P146	144.12	82.29	37.47	14.45	19.94	5.27	1.38	45.65	26.39	0.11	8.91	0.09	3.3	61.57	5.41	0.2	102.91	26.95	7.68	0.26	1.66
CGGA_P147	258.32	394.54	236.8	70.63	68.46	18.09	2.39	266.66	35.29	0.59	166.21	0.34	21.71	518.97	17.71	0.23	203.03	39.16	0.2	0.34	1.08
CGGA_P15	478.87	214.09	35.6	62.26	29.86	2.35	4.52	24.95	4.83	0.1	0	0.7	0	30.2	17.8	0.03	190.22	68.88	11.63	0.43	0.24
CGGA_P150	31.63	357.6	359.57	24.36	28.16	1.26	0.88	35.39	18.89	0	3.06	0.06	1.28	25.95	3.44	0.49	115.67	11.52	0.19	0.05	0.3
CGGA_P151	71.27	189.9	15.26	20.66	11.22	0.84	0.26	28.47	16.15	0.09	0.01	0.07	0.16	16.81	3.58	0.05	105.87	40.32	0.17	0.04	0.71
CGGA_P153	16.17	7.67	20.43	0.81	1.14	2.02	0.08	1.19	0.72	0	1.73	0	1.12	1.25	0.23	0	15.17	3.33	0.5	0	0.38
CGGA_P154	59.05	20.32	35.38	1	1.57	0.29	0.05	30.84	6.89	0	14.49	0.04	1.95	8.37	15.59	15.83	10.69	4.99	0.24	0	0.22
CGGA_P155	166.87	111.69	178.98	9.67	12.43	2.44	0.6	27.83	3.32	0.65	0.08	0	0.08	38.75	2.44	0.68	163.52	30.6	2.2	0	0.75
CGGA_P156	74.9	67.39	8.69	6.99	10.19	0.63	0.05	13.1	9.18	0	1.17	0	0.33	13.36	1.04	0.08	101.27	13.49	2.78	0.11	0.67
CGGA_P157	327.52	149.88	275.27	30.86	41.79	14.9	0.53	141.03	112.18	0.12	35.51	3.63	10.13	274.54	114.32	93.28	115.2	36.35	1.19	0.23	1.02
CGGA_P158	14.52	8.99	2.03	0.38	0.78	0.18	0	2.05	1.09	0	0.04	0	0	0.88	0.15	0.06	16.12	2.03	0.05	0.04	0.12
CGGA_P159	54.33	116.77	18.82	46.09	31.05	9.66	2.15	207.73	123.61	0.31	20.21	2.89	9.57	248.57	7.77	0.04	179.04	44.6	0.65	1.59	0.34
CGGA_P16	273.3	83.69	170.17	10.33	6.56	2.85	0.22	55.3	11.07	0.24	0.1	0.12	0	50.25	3.02	0.11	83.48	23.89	0.21	0.05	1.46
CGGA_P160	861.02	1445.16	39.79	143	171.18	26.91	2.08	473.58	160.17	0.67	1.09	0.68	0.06	577.98	46.93	0.22	433.47	152.57	41.92	0.66	1.86
CGGA_P163	237.46	728.4	74.84	56.23	78.21	31.21	1.83	380.59	134.43	0.81	73.38	0.66	90.33	473.43	244.24	181.7	351.86	200.09	1.73	0.52	2.4
CGGA_P164	66.59	7.61	7.96	5.44	9.5	6.34	0.13	31.85	19.53	0.15	15.93	0.09	2.25	20.66	2.73	0	40.48	8.59	0.3	0	0
CGGA_P165	25.85	12.16	41.1	0.84	1.09	2.1	0	1.35	1.29	0	0	0	0	2.27	0.85	0.1	21.33	2.53	0.44	0	0.43
CGGA_P17	131.22	82.29	24.12	32.86	31.51	9.05	0.15	80.34	40.71	0	0.55	0.51	0.04	123.75	6.58	0.07	142.8	29.3	1.85	0.34	0.62
CGGA_P172	19.58	3.58	1.68	1.57	2.18	0.96	0	6.04	1.46	0	0	0	0	3.05	0.33	0	23.48	2.97	0.13	0.05	0.17
CGGA_P173	88.98	379.9	25.4	33.88	59.45	8.24	0.61	94.92	13.05	0.16	23.32	0.42	39.29	117.34	120.97	88.58	226.56	39.08	0.59	0.43	0.78
CGGA_P174	202.38	145.57	30.62	12.14	18.59	1.61	0.21	78.28	35.09	0.07	0.22	0.13	0.17	43.51	3.3	0.2	166.84	32.48	0.55	0.05	0.62
CGGA_P175	55.07	23.29	2.28	4.42	14.18	1.11	0	18.48	7.63	0	10.08	0	3.07	29.25	23.84	17.1	71.82	8.64	5.43	0.07	0.4
CGGA_P176	155.29	36.46	23.35	3.7	4.67	0.35	0.03	4.84	2.86	0	1.15	0	2.38	7.12	8.26	6.17	80.57	16.3	0.68	0.22	0.79
CGGA_P177	60.47	288.67	30.61	25.43	34.48	11.74	0.31	118.35	12.71	0.3	31	0.25	39.9	147.44	11.14	0.32	208.85	61.39	1.53	0	1.19
CGGA_P178	3.33	5.4	4.51	1.19	2.68	0.69	0	2.87	1.82	0.25	0	0	0	5.85	0.68	0.04	14.19	2.87	0.05	0.05	0.31
CGGA_P179	79.24	55.32	7.22	6.64	9.22	0.37	0.05	16.21	8.64	0	0.02	0	0.03	10.35	0.88	0	77.57	13.37	0.77	0.09	1.34
CGGA_P18	70.85	361.8	556.81	15.87	15.07	3.31	0.4	64.67	48.3	0.14	7.53	0	17.29	50.09	64.82	44.65	184.45	17.21	0.27	0.15	0.29
CGGA_P180	142.34	27.65	15.05	3.37	6.03	4.87	0.09	20.27	10.14	0.03	0	0.02	0	11.4	1.96	0	108.27	5.85	0.24	0.04	0.44
CGGA_P181	215.46	187.38	163.04	29.57	54.73	8.26	0.18	100.64	20.17	0	0.56	0.93	0.07	161.54	6.71	0	203.64	34.18	6.93	0	0.75
CGGA_P182	659.81	696.31	58.33	82.87	106.87	38.63	1.25	548.99	103.42	1.5	147.4	0.59	120.53	520.42	28.9	0.19	237.29	68.47	2.59	0.04	0.93
CGGA_P183	70.21	34	7.26	2.08	1.88	0.15	0.84	4.13	10.18	0.1	0.57	0	1.07	2.66	2.8	0.03	55.47	17.28	4.06	0.31	1.05
CGGA_P185	89.61	178.66	11.7	23.28	25.63	6.01	0.46	132.24	49.32	0.23	56.1	0.12	32.51	148.59	6.83	0	136.85	28.61	0.63	0.17	1.52
CGGA_P19	212.77	156.99	19.16	14.49	22.15	1.86	0.22	56.4	23.2	0	6.65	0.18	2.39	42.89	24.7	16.97	120.34	27.68	0.63	0	0.75
CGGA_P199	1312.88	457.02	425.82	26.09	20.7	4.11	0.67	116.75	44.17	2.93	0.23	0.49	0.06	100.46	16.56	0.55	125.38	25.07	10.64	3.36	0.31
CGGA_P20	191.22	96.59	321.74	13.01	16.85	1.4	0.75	17.92	2.87	0	3.1	0.19	8.02	40.45	34.72	27.65	152.12	29.84	2.2	0.24	0.48
CGGA_P205	41.89	13.65	0.79	2.09	3.18	2.12	0.03	6.22	2.82	0.03	9.37	0.12	1.54	7.22	17.49	22.89	28.62	3.77	2.99	0.08	0.12
CGGA_P21	442.05	114.88	11.42	18.36	16.19	2.64	0.25	62.39	43.3	0	15.31	0.23	51.6	41.57	8.93	0	138.79	34.1	1.9	0	0.19
CGGA_P22	322.96	133.66	42.35	49.09	35.48	3.61	2.52	57.28	50.02	0.1	0.59	0.83	0.23	128.58	11.31	0.51	180.43	42.29	10.31	0.77	0.54
CGGA_P23	30.65	14.26	0.66	3.81	6.19	3.72	0.06	13.31	7.31	0	8.54	0	10.36	7.55	34.45	55.04	24.6	5.08	1.53	0	0.09
CGGA_P25	50.53	29.37	151.14	11.71	16.22	13.74	0.13	67.47	18.78	0.34	0.12	0.09	0	38.38	7.79	0.24	57.86	11.32	0.21	0.05	0.44
CGGA_P265	129.25	80.01	4.63	1.87	2.29	1.87	0.19	13.04	4.36	0	0.03	0.05	0	12.8	1.55	0	69.9	22.28	1.65	0.04	0.11
CGGA_P266	14.71	10.49	82.08	0.75	1.32	1.43	0	3.61	1.48	0	1.18	0	1.01	2.1	4.27	6.09	8.71	9.64	0.03	0	0.24
CGGA_P269	123.31	217.17	11.19	12.83	16.15	2	1.35	30.03	33.5	0.03	6.78	0	60.27	25.45	80.51	3.09	72.22	26.66	0.2	0	0.27
CGGA_P27	111.58	174.41	5.85	4.73	9.37	0.48	0.17	14.93	4.39	0.07	0.04	0	0.7	9.47	0.92	0.26	70.86	15.16	4.47	0.24	1.11
CGGA_P270	125.99	200.87	210.58	17.74	30.14	1.69	0.29	33.99	4.03	0.04	11	0.23	2.76	57.3	2.3	0.07	116.8	9.56	1.14	0.05	0.69
CGGA_P271	65.01	3.72	27.36	0.53	1.96	0.35	0.07	3.14	0.67	0	1.56	0.19	0.27	4.43	4.4	6.51	22.09	5.74	0.23	0	0.24
CGGA_P279	115.97	68.55	19.97	4.05	2.9	0.27	0.23	7.2	8.07	0.08	0	0	0	5.02	1.34	0.14	101.58	21.08	3.63	0	0.78
CGGA_P28	205.53	83.6	15.1	27.88	26.23	5.87	0.3	76.12	20.75	0.17	26.11	0	25.53	70.81	85.91	47.77	135.98	38.33	0.37	0.15	0.65
CGGA_P280	110.7	142.5	18.3	13.05	11.95	2.14	0.25	40.94	28.43	0.16	6.41	0.71	48.6	117.49	117.06	77.17	110.99	32.86	3.48	0.22	1.92
CGGA_P283	685.22	2035.02	283.94	70.59	54.78	5.85	1.2	404.59	194.65	0.09	0.09	0.82	0	278.2	36.63	1.59	528.3	165.09	1.73	0.22	0.47
CGGA_P286	420.63	210.87	18.43	14.57	7.37	0.76	0.14	27.04	3.15	0.15	3.08	0.07	3.91	25.37	5.18	0.06	86.33	16.52	2.94	0.29	0.16
CGGA_P29	11.66	11.86	2.82	0.86	3.64	1.14	0.14	6.9	1.11	0	1.18	0	0.35	3.94	0.29	0	24.52	4.12	0	0.47	0.47
CGGA_P295	476.09	197.61	34.76	64.16	43.58	4.54	0.16	169.68	165.59	0.14	0.19	0.44	0.03	130.36	15.72	0.18	189.69	52.18	1.89	0.2	0.88
CGGA_P298	543.55	117.33	42.2	16.84	18.74	3.94	0.43	82.07	5.48	0.6	32.45	0.06	10.19	88.5	93.85	5.15	143.11	53.66	0.73	0.11	0.39
CGGA_P3	32.38	15.63	0.84	0.79	0.71	0.96	0	6.12	0.83	0.03	0.07	0	0	1.58	0.52	0.03	6.98	3.67	0.08	0.04	0.05
CGGA_P30	211.14	344.16	211.37	10.83	11	1.36	0.25	53.21	55.26	0.03	9.95	0	17.87	40.04	58.65	40.15	118.91	62.66	8.62	2.76	0.35
CGGA_P306	63.31	60.75	13.49	13.36	5.66	0.48	0.32	26.43	12.56	0.4	0.04	0	0.02	17.14	2.05	0.03	87.23	17	0.07	0.04	0.6
CGGA_P308	78.36	137.67	10.83	15.05	13.33	1.97	0.17	59.92	25.55	0.16	0.07	0.05	0.02	37.16	6.33	0.09	114.12	28.09	0.32	0.26	1.38
CGGA_P31	337.33	412.37	295.8	55.8	19.53	3.15	0.67	59.07	14.22	0.47	30.35	0	174.15	161.45	209.42	132.76	315.33	117.22	9.13	0.9	1.95
CGGA_P310	277.08	432.34	10.82	2.05	8.08	1.67	1.78	10.68	19.13	0	0.62	0	105.42	7.85	3	0.09	272.15	35.95	0.78	0	0.19
CGGA_P311	914.52	910.43	757.83	154.15	130.84	47.11	4.71	752.59	370.96	1.24	6.69	11.64	0.07	1143.29	113.87	0	362.78	130.47	2.3	0.09	0.61
CGGA_P314	443.16	104.28	219.87	23.96	10.29	1.53	2.77	38.05	31.84	0	3.17	0.05	47.34	19.66	5.25	0.03	76.7	51.04	1.29	0	0.34
CGGA_P315	325	167.59	11.18	10.79	15.16	1.44	3.36	32.75	22.03	0.21	2.88	0.02	7.7	43.31	53.61	37.62	91.37	31.03	0.7	0.16	0.36
CGGA_P316	246.84	81.95	10.71	4.93	21.03	3.27	0.88	13.51	16.72	0.06	1.1	0.15	100.55	25.31	6.45	1.01	178.83	68.54	0.54	0	0.35
CGGA_P319	225.69	543.48	48.01	26.81	21.7	3.22	0.09	251.05	49.95	0.1	15.68	0.1	5.2	120.83	35.09	0.92	140.55	50.24	7.12	0.04	0.39
CGGA_P326	478.87	215.26	39.96	16.44	27.85	2.8	0.41	73.99	65.79	0.03	0	0.43	0.02	44.28	11.7	0.06	137.46	48.53	4.38	0.06	0.36
CGGA_P328	621.79	453.74	52.88	80.68	58.63	15.16	0.83	249.21	36.49	0.03	0.22	1.73	0.02	332.99	51.28	0.37	218.85	47.91	11.21	0.16	0.41
CGGA_P335	323.25	325.86	197.37	16.66	25.47	1.89	0.27	42.31	5.42	0.38	3.33	0.17	5.2	31.98	7.64	0	111.86	48.63	7.39	0.25	0.47
CGGA_P337	762	771.07	46.11	105.11	53.24	22.06	0.18	476.68	191.66	0.89	64.44	0	24.13	366.47	13.09	0.09	247.38	48.21	2.03	0.17	0.07
CGGA_P338	208.35	279.57	30.23	75.63	29.34	11.6	0.25	252.06	145.52	0.48	44.6	0.15	13.1	381.44	236.16	160.3	250.82	33.23	0	0.34	1.55
CGGA_P346	511.55	708.95	148.11	28.48	26.1	2.71	2.58	108.58	7.29	0.21	13.15	0.23	47.83	117.29	13.85	0	348.84	109.22	18.85	0.16	0.6
CGGA_P356	437.43	289.02	27.22	44.98	45.37	2.39	0.33	91.15	10.57	0.17	0.13	1.05	0.19	59.18	25.24	0.17	147.67	53.68	0.9	0.05	0.17
CGGA_P358	465.71	823.83	231.62	109.55	106.89	18.01	3.57	893.9	365.06	1.94	0.16	3.11	0.21	512.73	60.68	0	405.85	207.72	0.42	0.55	1.42
CGGA_P364	1027.12	1092.25	702.37	62.16	83.21	9.61	0.55	259.92	247.8	0.07	42.6	1.19	34.34	333.71	463.99	256.52	255.55	71.85	6.44	0.35	0.24
CGGA_P385	280.58	132.44	16.14	43.89	13.6	4.74	0.46	53.22	7.81	0.52	9.74	0.12	3.63	74.68	129.75	86.07	86.74	26.79	7.69	1.66	3.07
CGGA_P388	584.2	498.2	116.41	108.62	73.43	12.07	1.39	395.43	207.56	0.21	0.05	3.47	0.23	460.61	44.24	0.04	305.18	114.24	2.59	0.1	0.67
CGGA_P392	63.61	160.24	30.13	16.24	11.82	1.49	0.11	80.02	55.18	0	0.04	0.14	0.04	83.12	3.99	0.03	161.83	15.41	0.07	0	0.16
CGGA_P399	237.61	224.71	23.65	18.42	10.48	4.39	0.41	49.26	30.44	0.14	3.45	0.1	2.18	39.99	2.57	0.03	82.34	38.72	0.89	0.23	1.07
CGGA_P401	278.62	1185.37	663.32	69.34	39.45	7.27	0.08	359.2	217.76	0.14	72.75	0.12	90.18	428.19	369.74	222.39	259.81	38.12	0.65	0.04	0.19
CGGA_P411	330.75	333.23	344.85	28.31	31.94	11.62	0.34	327.74	123.57	0.11	43.05	0.88	31.44	343.1	13.19	0.07	205.19	23.73	1.98	0.05	0.04
CGGA_P415	2313.55	1143.48	118.9	120	111.35	18.72	1.6	294.85	202.59	0.3	73.88	1.62	166.73	415.37	66.01	0.25	586.39	225.5	5.95	0.31	0.86
CGGA_P416	239.84	141.04	27.1	23.4	10.46	1.61	0.13	44.82	5.58	0.11	0.02	0.15	0	74.04	6.01	0.03	158.75	19.8	1.11	0.08	0.14
CGGA_P421	110.57	163.77	180.23	27.2	18.71	4	0.07	64.15	9.21	0.22	21.33	0.19	22.68	96.56	8.77	0.89	79.22	12.04	0.07	0	0.11
CGGA_P422	438.52	680.98	33.09	25.44	8.91	1.61	0.09	163.02	91	0.06	0.07	0.14	0.02	67.2	5.77	0.06	184.69	30.97	0.78	0	0.14
CGGA_P437	295.76	287.8	16.52	11.23	6.27	0.68	0.04	31	4.49	0.31	8.84	0.03	10.63	33.63	49.94	26.23	112.93	17.12	1.63	0	0.52
CGGA_P438	720.14	428.7	19.43	23.68	15.15	3.98	0.11	83.09	43.64	0.46	18.22	0.19	28.36	112.16	8.26	0.06	276.18	37.21	0.38	0	0.14
CGGA_P439	504.75	1051.56	36.88	48.45	38.01	10.7	0.13	241.39	82.59	0.16	43.29	0.12	56.71	303.78	283.51	205.64	470.83	51.2	22.28	0	0.13
CGGA_P446	142.73	44.63	13.51	7.42	2.67	1.09	0	50.98	41.84	0.18	12.26	0.08	2.27	33.54	1.27	0.1	49.55	11.85	4.42	0	0.26
CGGA_P461	344.23	241.78	35.03	58.96	40.35	7.3	0.21	175.2	203.54	0.16	1.16	3.52	0.13	363.21	14.29	0.11	189.52	22.52	2.42	0	0.23
CGGA_P468	99.54	442.55	19.65	10.22	6.4	0.48	0.11	40.33	3.59	0.56	8.34	0	13.38	51.21	46.96	31.81	82.53	34.17	0.04	0.05	0.34
CGGA_P483	234.23	430.8	37.42	53.34	42.33	7.97	0.17	264.27	70.2	0.24	63.04	0.03	63.29	175.54	160.02	124.69	189.13	31.31	2.69	0.04	0.2
CGGA_P492	223.62	175.56	332.88	16.25	13.54	4.8	0.07	138.11	86.95	0.25	0.32	0.11	0.09	56.58	3.32	0.07	119.59	22.52	0.99	0	0.35
CGGA_P499	420.41	915.17	597.45	89.17	86.1	18.48	0.82	267.27	160.64	0.77	90.51	0.19	123.53	371.6	780.3	572.4	383.32	67.4	13.72	0.14	0.05
CGGA_P5	378.19	377.36	27.25	68.09	85.77	19.5	1.05	168.4	61.1	0.37	52.79	2.96	79.88	574.9	218.1	147.81	205.59	55.73	0.75	0.2	1.03
CGGA_P500	126.02	37.96	21.53	15.28	17.08	1.67	0.03	75.57	28.71	0.11	0.08	0.16	0.22	70.11	4.04	0.28	173.29	18.33	1.12	0	0.26
CGGA_P501	453.89	197.67	39.45	33.99	37.38	3.53	0.23	132.1	44.4	0.06	12.15	0.73	3.4	186.57	45.6	3.71	259.52	22.88	6.9	0	0.11
CGGA_P505	181.42	105.7	210.97	30.53	21.24	3.71	0.22	75.8	29.78	0.03	10.76	0	20.12	86.81	111.07	44.46	152.38	14.46	6.28	0	0.19
CGGA_P508	283.23	118.19	17.96	16.71	16.52	2.53	0	111.11	63.96	0.45	14.43	0	17.37	125.79	4.01	0.07	127.31	22.63	0.62	0	0.7
CGGA_P510	568	639.35	582.43	179.35	119.92	36.95	1.8	578	40.96	2.33	252.48	0.65	169.35	1165.85	41.34	0.18	461.5	71.1	1.36	0.18	0.54
CGGA_P512	218.08	498.69	44.4	38.47	42.21	3.98	0.37	103.54	10.89	0.22	0.46	1.33	0.06	249.1	5.34	0.12	306.67	52.5	0.91	0.08	0.32
CGGA_P520	124.85	60.45	40.78	32.27	42.81	5.93	0.35	145.58	95.63	0	53.55	0.31	9.41	195.83	6.98	0.27	193.9	33.11	0.18	0.13	0.29
CGGA_P568	382.07	309.69	28.36	8.66	5.2	0.83	0	26.04	3.33	0.04	0.1	0.16	0.1	26.03	2.28	0.1	215.46	38.36	2.06	0	0.02
CGGA_P585	696.17	1133.33	90.2	64.08	56.98	13.76	1.03	202.81	21.15	0.73	94.51	1.54	21.93	550.02	39.9	0.09	189.08	65.63	16.27	0.25	0.67
CGGA_P594	322.2	389.65	55.16	36.14	53.83	6.27	0.2	134.4	77.26	0	30.13	0.11	10.96	251.86	152.52	117.54	213.48	34.86	1.84	0	0.56
CGGA_P596	363.93	170.02	44.73	16.03	11.73	0.61	0.13	61.8	8.19	0.76	0.59	1.18	0	105.73	9.13	0.06	84.42	27.12	0.14	0.03	0.28
CGGA_P604	417.56	297.83	33.66	10.89	17.94	1.63	0.08	50.97	4.28	0.03	10.28	0	3.97	83.97	2.01	0.03	146.18	24.59	2.32	0.08	0.32
CGGA_P609	401.71	186.29	14.2	17.04	7.1	2.26	0.68	64.33	55.22	0.08	0	1.45	0.03	70.4	12.47	0.07	103.13	64.25	0.21	0.1	0.26
CGGA_P610	122.51	42.2	8.79	9.62	7.93	2.91	0.14	46.12	44.12	0.22	0.27	0.16	0.17	50.86	3.09	0.2	35.22	12.34	2.07	0	0.27
CGGA_P615	43.27	130.86	155.34	13.11	13.69	1.32	0	50.99	3.2	0.1	14.5	0	20.06	91.38	92.84	69.96	118.83	14.99	0.26	0	0.77
CGGA_P619	956.39	402.42	158.8	175.36	147.55	31.64	2	541	33.83	0.71	6.96	16.02	0.02	1050.08	64.04	0.12	621.19	80.19	10.87	0	0.27
CGGA_P623	480.31	128.99	90.55	95.08	108.62	26.5	0.71	412.52	77.41	0.18	194.74	12.05	29.64	827.98	29.92	0	366.53	69.94	18.63	0.44	0.22
